CYBX,RCO,QUEBEC RDO,122
CYBX,RDO,MF,122
CYCB,ACC,ARTIC RDO,126.7
CYCB,ARTC,ARTIC RDO,126.7
CYCB,ATF,MANDATORY FREQ,122.1
CYCB,OPS,OPS,22.89
CYCB,RDO,ARPT RDO,122.1
CYCC,A/D,BOSTON CNTR,135.25
CYCC,UNIC,ATF/UNICOM,122.775
CYCD,APP,VICTORIA TRML,133.95
CYCD,ATF,ATF,122.1
CYCD,FSS,RDO,122.1
CYCD,RCO,PACIFIC RDO,126.7
CYCG,ATF,ATF,122.1
CYCG,CNTR,VANCOUVER CNTR,134.2
CYCG,RCO,KAMLOOPS RDO,126.7
CYCG,RDO,RDO,122.1
CYCH,CNTR,MONCTON CNTR,123.7
CYCH,UNIC,ATF/UNICOM,122.7
CYCL,A/G,MF,122.2
CYCL,ATF,ATF,122.2
CYCL,CNTR,MONCTON CNTR,134.25
CYCL,RCO,QUEBEC RDO,126.7
CYCO,ATF,MANDATORY FREQ,122.1
CYCO,RDO,ARPT RDO,122.1
CYCT,ATF,ATF,122.8
CYCW,UNIC,ATF/UNICOM,122.7
CYCY,ATF,MANDATORY FREQ,122.1
CYCY,AWOS,AWOS,124.6
CYCY,RDO,ARPT RDO,122.1
CYCZ,ATF,ATF,123.2
CYCZ,RCO,PACIFIC RDO,126.7
CYDA,ATF,MANDATORY FREQ,122.1
CYDA,RCO,WHITEHORSE RDO,126.7
CYDA,RDO,ARPT RDO,122.1
CYDB,ATF,MANDTORY FREQUENCY,122.1
CYDB,AWOS,AWOS,128.7
CYDB,RCO,WHITEHORSE RDO,126.7
CYDB,RDO,ARPT RDO,122.1
CYDC,ATF,ATF,123.2
CYDC,CNTR,VANCOUVER,135
CYDC,RCO,PACIFIC RDO,125.85
CYDF,CNTR,GANDER CNTR,134.6
CYDF,FSS,RDO,122.2
CYDF,RCO,HALIFAX RDO,126.7
CYDF,RDO,MF,122.2
CYDL,ATF,ATF,123.2
CYDL,CNTR,EDMONTON CNTR,134.05
CYDL,RCO,WHITEHORSE RDO,126.7
CYDN,A/G,MF WINNIPEG RDO,122.3
CYDN,AWOS,AWOS,128.6
CYDN,RCO,WINNIPEG RDO,122.3
CYDQ,A/G,MF PEACE RIVER RDO,122.2
CYDQ,RDO,RCO,122.2
CYEG,AAS,TWR VFR ADVSY SVC,118.3
CYEG,APP,APP,118.3
CYEG,ARR,ARR,120.5
CYEG,ATIS,ATIS,128
CYEG,CLD,CLNC DEL,124.1
CYEG,DEP,DEP,133.65
CYEG,FSS,RDO,122.5
CYEG,GND,GND,121.7
CYEG,INFO,EXEC FLT CTR,122.95
CYEG,INFO,FLT TECH AVN INC,123
CYEG,TWR,TWR,118.3
CYEK,AWOS,AWOS,128.7
CYEK,RDO,ARPT RDO,122.1
CYEM,CNTR,TORONTO CNTR,135.4
CYEM,UNIC,ATF/UNICOM,122.8
CYEN,ATF,ATF,123
CYET,ATF,ATF,123.2
CYET,AWOS,,128.75
CYEU,UNIC,ATF/UNICOM,122.8
CYEV,ATF,MANDATORY FREQ,122.3
CYEV,ATIS,ATIS,128.5
CYEV,CNTR,EDMONTON CNTR,132.4
CYEV,MISC,VDF,122.3
CYEV,RDO,RDO,122.3
CYFB,A/G,MF,122.2
CYFB,CNTR,MONTREAL CNTR,134.55
CYFB,FSS,RDO,122.2
CYFB,INFO,ARCTIC  RDO,126.9
CYFB,MISC,VDF,122.2
CYFB,RCO,ARCTIC RDO,126.7
CYFC,A/G,MF,119
CYFC,CNTR,MONCTON CNTR,124.3
CYFC,RDO,RDO,119
CYFD,A/D,TORONTO TRML,128.27
CYFD,UNIC,ATF/UNICOM,122.825
CYFE,ATF,ATF,123.2
CYFJ,ATF,ATF/UNICOM,122.7
CYFJ,PAL,Montreal Center,133.9
CYFO,A/G,WINNIPEG RDO MF,122
CYFO,RCO,WINNIPEG RDO,122
CYFR,ATF,MANDATORY FREQ,122.1
CYFR,RDO,ARPT RDO,122.1
CYFS,CNTR,EDMONTON CNTR,135.4
CYFS,MF,FT SIMPSON RDO,122.2
CYFS,RCO,YELLOWKNIFE RDO,126.7
CYGB,ATF,ATF,122.7
CYGE,RCO,PACIFIC RDO,126.7
CYGE,UNIC,ATF/UNICOM,122.8
CYGH,ATF,MANDATORY FREQ,122.1
CYGH,FSS,NORMAN WELLS RDO,126.7
CYGH,RDO,AIRPORT RDO,122.1
CYGK,ATF,Kingston Traffic,122.5
CYGK,MF,"Kingston Radio, 0615-2300 local"
CYGK,RADIO,Kingston Radio,122.5
CYGK,RCO,London Radio,123.55
CYGK,VDF,Kingston Radio,122.5
CYGL,A/G,MF,122.3
CYGL,CNTR,MONTREAL CNTR,132.1
CYGL,RCO,QUEBEC RDO,126.7
CYGL,RDO,RDO,122.3
CYGP,RCO,QUEBEC RDO,122.3
CYGP,RDO,MF QUEBEC RDO,122.3
CYGQ,RCO,LONDON RDO,126.7
CYGQ,UNIC,ATF/UNICOM,122.8
CYGR,CNTR,MONCTON CNTR,134.35
CYGR,FSS,MADELEINE RDO,123.15
CYGR,RCO,QUEBEC RDO,126.7
CYGR,RDO,MF,123.15
CYGV,AWOS,AWOS,125.95
CYGV,RCO,QUEBEC RDO,122
CYGV,RDO,MF,122
CYHB,ATF,ATF,122.8
CYHD,A/G,MIN NATL RESOURCES,122.9
CYHD,CNTR,WINNIPEG CNTR,132.2
CYHD,RCO,WINNIPEG RDO,122.1
CYHD,RDO,MF,122.1
CYHF,UNIC,ATF/UNICOM,122.8
CYHI,ATF,MANDATORY FREQ,122.1
CYHI,RDO,ARPT RDO,122.1
CYHK,ATF,MANDATORY FREQ,122.1
CYHK,RDO,ARPT RDO,122.1
CYHM,A/D,TORONTO TRML,128.27
CYHM,ATIS,ATIS,128.1
CYHM,GND,GND,121.6
CYHM,TWR,TWR,119.7
CYHN,UNIC,ATF/UNICOM,122.8
CYHR,ATF,ATF,123.5
CYHR,AWOS,AWOS,122.55
CYHU,A/G,MF,118.4
CYHU,ATIS,ATIS,124.9
CYHU,CNTR,MONTREAL CNTR,125.15
CYHU,GND,GND,126.4
CYHU,INFO,VFR ADVSY,134.15
CYHU,RDO,QUEBEC RDO,118.4
CYHU,TWR,TWR,118.4
CYHY,A/D,YELLOWKNIFE RDO,126.7
CYHY,CNTR,EDMONTON CNTR,133.85
CYHY,UNIC,MANDATORY FREQ,122.3
CYHZ,A/D,TRML,118.7
CYHZ,ATIS,ATIS,121
CYHZ,CLD,CLNC DEL,123.95
CYHZ,CNTR,MONCTON CNTR,118.7
CYHZ,GND,GND,121.9
CYHZ,RDO,RDO,123.275
CYHZ,RMP,APN ADVSY,122.125
CYHZ,TWR,TWR,118.4
CYIB,A/G,MF,122.3
CYIB,ATF,ATF,122.3
CYIB,RCO,WINNIPEG RDO,123.275
CYIF,RCO,QUEBEC RDO,126.7
CYIF,UNIC,ATF/UNICOM,123.5
CYIK,A/G,ARPT RDO,122.1
CYIK,ATF,MF/CTAF,122.1
CYIO,AWOS,AWOS,128.3
CYIO,RDO,RDO,122.1
CYJM,ATF,ATF,123.2
CYJN,A/D,MONTREAL APP DEP,125.15
CYJN,A/G,VFR ADVSY,134.15
CYJN,ATF,ATF,118.2
CYJN,GND,GND,121.7
CYJN,TWR,TWR,118.2
CYJT,CNTR,GANDER CNTR,132.3
CYJT,RCO,HALIFAX RDO,126.7
CYJT,RDO,MF,122.1
CYKA,CNTR,VANCOUVER CNTR,132.35
CYKA,FSS,RDO,123.375
CYKA,INFO,SHELL AERO CNTR,123
CYKA,MISC,VDF,125.7
CYKA,RCO,PACIFIC  RDO,123.375
CYKD,ATF,ATF,122.1
CYKD,RDO,ARPT RDO,122.1
CYKF,A/D,TORONTO TRML,128.275
CYKF,ATF,ATF,126
CYKF,ATIS,ATIS,125.1
CYKF,GND,GND,121.8
CYKF,TWR,TWR,118.55
CYKL,A/G,MF,122.2
CYKL,AWOS,AWOS,124.6
CYKL,CNTR,MONTREAL CNTR,132.9
CYKL,FSS,QUEBEC RDO,126.7
CYKL,RCO,QUEBEC RDO,126.7
CYKO,ATF,MF/CTAF,122.1
CYKO,INFO,ARPT RDO,122.1
CYKO,RDO,QUEBEC RDO,126.7
CYKX,ATF,ATF,122.8
CYKY,ATF,ATF,122.8
CYKZ,ARR,Toronto Terminal Arrivals,133.4
CYKZ,ATIS,ATIS,127.1
CYKZ,DEP,Toronto Terminal Departures,133.4
CYKZ,GND,Buttonville Ground,121.8
CYKZ,MF,Buttonville Traffic: when tower closed,124.8
CYKZ,RCO,London Radio,123.15
CYKZ,TWR,Buttonville Tower. (Backup: 119.9),124.8
CYLD,UNIC,ATF/UNICOM,122.8
CYLJ,A/D,COLD LAKE TRML,124.5
CYLJ,ATF,ATF,122.8
CYLL,A/G,MF LLOYDMINSTER RDO,122.2
CYLL,CNTR,EDMONTON CNTR,133.45
CYLL,RCO,EDMONTON RDO,126.7
CYLL,RDO,RDO,122.2
CYLT,OPS,OPS,568
CYLW,A/G,PACIFIC RDO,126.7
CYLW,ATIS,ATIS,127.5
CYLW,EMR,EMR,122.675
CYLW,GND,GND,121.7
CYLW,MISC,VDF,119.6
CYLW,RCO,PENTICTON RDO,119.6
CYLW,TWR,TWR,119.6
CYMA,CNTR,EDMONTON CNTR,134.65
CYMA,RCO,WHITEHORSE RDO,126.7
CYMA,RDO,ARPT RDO,122.1
CYMG,A/D,LONDON RDO,126.7
CYMG,UNIC,ATF/UNICOM,122.8
CYMJ,ARR,ARR,28.94
CYMJ,ARR,ARR,38.13
CYMJ,ARR,ARR,119
CYMJ,ATIS,ATIS,25.78
CYMJ,CLD,CLNC DEL,135.3
CYMJ,DEP,DEP,119
CYMJ,GND,GND,121.8
CYMJ,OPS,WING OPS,23.01
CYMJ,PMSV,PMSV,34.46
CYMJ,TWR,TWR,126.2
CYMM,ATIS,ATIS,128.5
CYMM,CNTR,EDMONTON CNTR,135.7
CYMM,GND,Fort McMurray Ground,121.9
CYMM,MF,Peace River Radio,118.1
CYMM,RCO,EDMONTON RDO,123.55
CYMM,TWR,Fort McMurray Tower,118.1
CYMO,A/G,MF,122.5
CYMO,ATF,ATF,122.5
CYMO,AWOS,AWOS,124.8
CYMO,CNTR,TORONTO CNTR,133.725
CYMO,RCO,TIMMINS RDO,122.5
CYMT,CNTR,MONTREAL CNTR,127.3
CYMT,RCO,QUEBEC RDO,122
CYMW,CNTR,MONTREAL CNTR,126.57
CYMW,UNIC,ATF/UNICOM,122.8
CYMX,ARR,Montreal Arrival,124.65
CYMX,ARR,Montreal Arrival,132.85
CYMX,ARR,Montreal Arrival,268.3
CYMX,ATIS,ATIS (English) 450-476-3031,125.7
CYMX,ATIS,ATIS (French) 450-476-3095,126.1
CYMX,DEP,Montreal Departure,132.85
CYMX,MF,Mirabel Radio,119.1
CYMX,RDR,VFR ADVSY,134.15
CYMX,RMP,APRON ADVSY,122.4
CYNA,AWOS,AWOS,126.25
CYNA,RCO,QUEBEC RDO,122.2
CYNA,RDO,MF QUEBEC RDO,122.2
CYND,ATF,Gatineau Traffic,122.3
CYND,MF,"Gatineau Radio, 0630-2115 local"
CYND,RADIO,Gatineau Radio,122.3
CYND,RCO,Quebec Radio,126.7
CYND,TML,Ottawa Terminal,127.7
CYND,VFR ADV,Ottawa Terminal,127.7
CYNJ,ATIS,,124.5
CYNJ,GND,Langley Ground,121.9
CYNJ,TWR,Langley Tower,119
CYNM,AWOS,AWOS,127.45
CYNM,RCO,QUEBEC RDO,123.55
CYNM,UNIC,ATF/UNICOM,122.8
CYOA,CTAF,,122.7
CYOA,PAL,Edmonton Center,135.175
CYOA,RCO,Arctic Radio (FISE),123.275
CYOC,ATF,MANDATORY FREQ,122.1
CYOC,RDO,ARPT RDO,122.1
CYOD,A/G,TRAN SVCG,30.87
CYOD,APP,APP,124.5
CYOD,ARR,ARR,124.5
CYOD,ATIS,ATIS,26
CYOD,CLD,CLNC DEL,120.6
CYOD,DEP,DEP,124.5
CYOD,GND,GND,121.9
CYOD,OPS,WING OPS,34.02
CYOD,PMSV,PMSV,34.46
CYOD,TWR,TWR,126.2
CYOJ,A/G,MF HIGH LEVEL RDO,123.25
CYOJ,CNTR,EDMONTON CNTR,123.7
CYOJ,FSS,RDO,123.25
CYOJ,RCO,EDMONTON RDO,126.7
CYOO,A/G,MF,120.1
CYOO,APP,TORONTO TRML,133.4
CYOO,ATIS,ATIS,125.675
CYOO,GND,GND,118.4
CYOO,TWR,TWR,120.1
CYOP,UNIC,ATF/UNICOM,122.8
CYOW,ARR,Ottawa Arrivals,135.15
CYOW,ATIS,English ATIS,121.15
CYOW,ATIS,French ATIS,132.95
CYOW,CLNC DEL,Ottawa Clearance,119.4
CYOW,DEP,Ottawa Departures,128.175
CYOW,GND,Ottawa Ground,121.9
CYOW,RCO,Quebec Radio,123.15
CYOW,TML,Ottawa Terminal,127.7
CYOW,TWR,Ottawa Tower,118.8
CYPA,A/G,MF PRINCE ALBERT RDO,122.3
CYPA,CNTR,WINNIPEG CNTR,133.9
CYPA,INFO,ATHABASKA AWYS,129.45
CYPA,MISC,VDF,122.3
CYPA,RCO,EDMONTON RDO,123.15
CYPA,RDO,RDO,122.3
CYPC,ATF,MANDATORY FREQ,122.1
CYPC,RDO,ARPT RDO,122.1
CYPE,A/G,MF,122.3
CYPE,CNTR,EDMONTON CNTR,133.275
CYPE,FSS,RDO,122.3
CYPE,RCO,EDMONTON RDO,123.275
CYPG,ATF,ATF,126.2
CYPG,ATIS,ATIS,120.85
CYPG,GND,GND,121.7
CYPG,TWR,TWR,126.2
CYPK,ATF,ATF,126.3
CYPK,ATIS,ATIS,125
CYPK,GND,GND,123.8
CYPK,TWR,TWR,126.3
CYPL,RCO,WINNIPEG RDO,122.2
CYPL,RDO,MF THUNDER BAY RDO,122.2
CYPN,UNIC,ATF/UNICOM,123.5
CYPQ,AWOS,AWOS,126.925
CYPQ,CNTR,TORONTO CNTR,134.25
CYPQ,UNIC,ATF/UNICOM,123
CYPR,A/G,RUPERT RDO,122.5
CYPR,CNTR,VANCOUVER CNTR,128
CYPR,RCO,TERRACE RDO,122.5
CYPR,RDO,PACIFIC RDO,126.7
CYPW,A/D,COMOX TERMINAL,123.7
CYPW,A/G,MF,123
CYPW,RDO,PACIFIC RDO,126.7
CYPX,A/G,AFLD RDO,122.1
CYPX,ATF,CTAF MF,122.1
CYPX,RCO,QUEBEC RDO,126.7
CYPY,ATF,ATF,123.2
CYPY,RCO,EDMONTON RDO,123.45
CYQA,AWOS,,124.575
CYQA,MF,Timmins Radio,122.3
CYQA,RCO,LONDON RDO,123.475
CYQB,A/D,TRML CON,124
CYQB,ATIS,Atis French,128.3
CYQB,ATIS,Atis English,134.6
CYQB,CNTR,MONTREAL CNTR,135.025
CYQB,GND,GND,121.9
CYQB,RDO,RDO,123.55
CYQB,TWR,TWR,118.65
CYQD,A/G,MF WINNIPEG RDO,122.2
CYQD,CNTR,WINNIPEG CNTR,135.625
CYQD,RCO,WINNIPEG RDO,122.2
CYQF,A/G,MF RED DEER RDO,118.5
CYQF,ATIS,ATIS,124
CYQF,CNTR,EDMONTON CNTR,132.85
CYQF,FSS,RDO,118.5
CYQF,RCO,EDMONTON RDO,122.5
CYQG,A/D,DETROIT  APP/DEP,126.85
CYQG,A/G,MF,124.7
CYQG,AAS,VFR ADVSY,134.3
CYQG,ATIS,ATIS,134.5
CYQG,GND,GND,121.7
CYQG,RDO,LONDON RDO,126.7
CYQG,TWR,TWR,124.7
CYQH,ATF,MANDATORY FREQ,122.1
CYQH,RCO,WHITEHORSE RDO,126.7
CYQH,RDO,ARPT RDO,122.1
CYQI,A/G,MF,123
CYQI,CNTR,MONCTON CNTR,123.9
CYQK,CNTR,WINNIPEG CNTR,124
CYQK,FSS,RDO,122.2
CYQK,MISC,VHF/DF,122.2
CYQK,RCO,WINNIPEG RDO,126.7
CYQK,RDO,MF,122.2
CYQL,A/G,MF,121
CYQL,ATIS,ATIS,124.4
CYQL,CNTR,EDMONTON CNTR,132.75
CYQL,RCO,EDMONTON RDO,122.5
CYQL,RDO,RDO,121
CYQM,A/D,APP/DEP,124.4
CYQM,ATIS,ATIS,128.65
CYQM,GND,GND,121.8
CYQM,INFO,APN ADVSY,122.075
CYQM,RCO,HALIFAX RDO,122.5
CYQM,TWR,TWR,120.8
CYQN,UNIC,ATF/UNICOM,122.8
CYQQ,APP,TRML,134.1
CYQQ,ARR,ARR,128.1
CYQQ,ATIS,ATIS,118.6
CYQQ,DEP,DEP,123.7
CYQQ,GND,GND,119.75
CYQQ,OPS,MIL OPS,135.9
CYQQ,PMSV,PMSV,34.46
CYQQ,TWR,TWR,126.2
CYQR,A/G,MF REGINA RDO,118.6
CYQR,ARR,ARR,120.1
CYQR,ATIS,ATIS,127
CYQR,CNTR,WINNIPEG,123.8
CYQR,DEP,DEP,120.1
CYQR,GND,GND,121.9
CYQR,RCO,EDMONTON RDO,122.5
CYQR,TWR,TWR,118.6
CYQT,A/D,APP/DEP,119.2
CYQT,A/G,MF,118.1
CYQT,ATIS,ATIS,128.8
CYQT,CNTR,WINNIPEG CNTR,132.125
CYQT,GND,GND,121.9
CYQT,RCO,WINNIPEG RDO,122.5
CYQT,TWR,TWR,118.1
CYQU,A/G,MF GRAND PRAIRIE RDO,118.1
CYQU,ATIS,ATIS,128.6
CYQU,CNTR,EDMONTON CNTR,134.5
CYQU,FSS,RDO,118.1
CYQU,RCO,EDMONTON RDO,122.5
CYQV,A/G,MF EDMONTON RDO,122.2
CYQV,RCO,EDMONTON RDO,122.2
CYQW,A/G,MF,122.1
CYQW,RCO,EDMONTON RDO,123.375
CYQX,A/D,APP/DEP,128.5
CYQX,ATIS,ATIS,124.8
CYQX,GND,GND,121.9
CYQX,OPS,OUTCAST OPS,128.85
CYQX,RCO,HALIFAX RDO,126.7
CYQX,TWR,TWR,118.1
CYQY,CNTR,MONCTON CNTR,118.6
CYQY,FSS,RDO,122
CYQY,RCO,CHARLOTTETOWN RDO,122
CYQZ,A/G,WILLIAMS LAKE RDO,122.2
CYQZ,AWOS,AWOS,124.4
CYQZ,RCO,WILLIAMS LAKE RDO,122.2
CYRB,RCO,ARCTIC RDO,126.7
CYRB,RDO,ARPT RDO,122.1
CYRI,CNTR,MONTREAL CNTR,125.1
CYRI,UNIC,ATF/UNICOM,122.8
CYRJ,A/G,MF,122.2
CYRJ,RCO,QUEBEC RDO,126.7
CYRJ,RDO,RDO,122.2
CYRL,A/D,WINNIPEG CNTR,135.325
CYRL,ATF,ATF,122.3
CYRL,RCO,WINNIPEG RDO,122.3
CYRL,RDO,MF,122.3
CYRM,ATF,ATF,122.8
CYRM,CNTR,EDMONTON CNTR,134.3
CYRT,A/G,MF RDO,122.2
CYRT,MISC,VDF,122.2
CYRT,RCO,ARCTIC RDO,126.7
CYRT,RDO,RDO,122.2
CYRV,RCO,PACIFIC RDO,126.7
CYRV,UNIC,ATF/UNICOM,122.8
CYSB,ATIS,ATIS,127.4
CYSB,CNTR,TORONTO CNTR,135.5
CYSB,MF,rdo,125.5
CYSB,RCO,LONDON RDO,123.475
CYSC,A/G,MF,123.5
CYSC,AWOS,AWOS,126.25
CYSC,CNTR,MONTREAL CNTR,132.55
CYSC,UNIC,ATF/UNICOM,123.5
CYSJ,A/G,MF,118.5
CYSJ,CNTR,MONCTON CNTR,124.3
CYSJ,RDO,RDO,118.5
CYSM,A/D,YELOWKNIFE RDO,123.55
CYSM,ATF,AIRPORT RDO,122.2
CYSP,CNTR,WINNIPEG CNTR,134.075
CYSP,RCO,WINNIPEG RDO,123.55
CYSP,UNIC,ATF/UNICOM,122.8
CYSR,A/G,MF,122.1
CYSR,RDO,RDO,122.1
CYSU,AWOS,AWOS,122.55
CYSU,CNTR,MONCTON CNTR,124.4
CYSU,UNIC,ATF/UNICOM,122.95
CYSY,ATF,MANDATORY FREQ,122.1
CYSY,RDO,ARPT RDO,122.1
CYTA,A/G,Petawawa Advisory,126.4
CYTA,ATF,Pembroke Traffic,122.8
CYTA,PAL,Montreal Centre,135.2
CYTA,UNICOM,Pembroke Unicom,122.8
CYTE,ATF,MANDATORY FREQ,122.1
CYTE,AWOS,AWOS,128.7
CYTE,RDO,ARPT RDO,122.1
CYTF,A/D,BAGOTVILLE TRML,127.2
CYTF,AAS,VFR ADVSY,121.2
CYTF,UNIC,ATF/UNICOM,123
CYTH,A/G,RDO,122.5
CYTH,ATIS,ATIS,127.65
CYTH,CNTR,WINNIPEG CNTR,133.15
CYTH,INFO,INFO,123
CYTH,RCO,WINNIPEG RCO,123.15
CYTH,RDO,RDO,122.5
CYTR,A/D,APP/DEP,128.4
CYTR,ATIS,ATIS,135.45
CYTR,CLD,CLNC DEL,124.35
CYTR,EMR,TIGER SAR OPS,23.21
CYTR,GND,GND,121.9
CYTR,OPS,WING OPS,122.35
CYTR,PMSV,PMSV METRO,34.46
CYTR,TWR,TWR,128.7
CYTS,A/G,MF,122.3
CYTS,ATIS,ATIS,124.95
CYTS,CNTR,TORONTO CNTR,128.3
CYTS,RCO,LONDON RDO,123.55
CYTS,RDO,RDO,122.3
CYTZ,ARR,TRML APP,133.4
CYTZ,ATF,ATF,118.2
CYTZ,ATIS,(1130-0400Z),133.6
CYTZ,AWOS,0400-1130Z,133.6
CYTZ,DEP,TRML DEP,133.4
CYTZ,GND,GND,121.7
CYTZ,TWR,TWR,118.2
CYUB,ATF,MANDATORY FREQ,122.1
